id,year,pstatabb,pname,genid,genstat,genntan
6608,2019,FL,Polk,1CA,OP,"189,359"
6609,2019,FL,Polk,1CT,OP,"425,056"
6610,2019,FL,Polk,2,OP,"901,361"
6611,2019,FL,Polk,2CC,OP,"2,406,795"
6612,2019,FL,Polk,3,OP,"999,847"
6613,2019,FL,Polk,4,OP,"1,046,224"
6614,2019,FL,Polk,5,OP,"1,020,272"
6615,2019,FL,Polk,6,IP,
6616,2019,FL,Polk,7,IP,
6617,2019,FL,Polk,8,IP,
6618,2019,FL,Polk,9,IP,0
6619,2019,FL,Port Charlotte Energy LLC,G1,OP,"4,341"
6620,2019,FL,Port Charlotte Energy LLC,G2,OP,"4,341"
6621,2019,FL,Port Everglades,5A,OP,"1,668,730"
6622,2019,FL,Port Everglades,5B,OP,"1,624,180"
6623,2019,FL,Port Everglades,5C,OP,"1,465,625"
6624,2019,FL,Port Everglades,5ST,OP,"2,446,428"
6625,2019,FL,Port Everglades,10,RE,
6626,2019,FL,Port Everglades,11,RE,
6627,2019,FL,Port Everglades,12,RE,
6628,2019,FL,Port Everglades,6,RE,
6629,2019,FL,Port Everglades,7,RE,
6630,2019,FL,Port Everglades,8,RE,
6631,2019,FL,Port Everglades,9,RE,
6632,2019,FL,Port Everglades,GT1,RE,
6633,2019,FL,Port Everglades,GT2,RE,
6634,2019,FL,Port Everglades,GT3,RE,
6635,2019,FL,Port Everglades,GT4,RE,
6636,2019,FL,Port Everglades,GT5,RE,
6637,2019,FL,Port Everglades,ST1,RE,
6638,2019,FL,Port Everglades,ST2,RE,
6639,2019,FL,Port Everglades,ST3,RE,
6640,2019,FL,Port Everglades,ST4,RE,
6641,2019,FL,Portland (FL),1,RE,
6642,2019,FL,Putnam,1GT1,RE,
6643,2019,FL,Putnam,1GT2,RE,
6644,2019,FL,Putnam,1ST,RE,
6645,2019,FL,Putnam,2GT1,RE,
6646,2019,FL,Putnam,2GT2,RE,
6647,2019,FL,Putnam,2ST,RE,
6648,2019,FL,Quantum Pasco Power LP,EDG1,RE,
6649,2019,FL,Quantum Pasco Power LP,EDG2,RE,
6650,2019,FL,Quantum Pasco Power LP,GT1,RE,0
6651,2019,FL,Quantum Pasco Power LP,GT2,RE,0
6652,2019,FL,Quantum Pasco Power LP,ST1,RE,0
6653,2019,FL,Reedy Creek,GTG,SB,"11,199"
6654,2019,FL,Reedy Creek,STG,SB,0
6655,2019,FL,Rinehart,1,OP,0
6656,2019,FL,Rio Pinar,P1,RE,
6657,2019,FL,Riviera,5A,OP,"1,409,272"
6658,2019,FL,Riviera,5B,OP,"1,278,337"
6659,2019,FL,Riviera,5C,OP,"1,653,451"
6660,2019,FL,Riviera,5ST,OP,"2,098,866"
6661,2019,FL,Riviera,3,RE,
6662,2019,FL,Riviera,4,RE,
6663,2019,FL,Rodeo Solar Center,1,L,
6664,2019,FL,"RP-Orlando, LLC",1,OP,"8,654"
6665,2019,FL,S O Purdom,8,OP,"816,054"
6666,2019,FL,S O Purdom,9,OP,"484,113"
6667,2019,FL,S O Purdom,7,RE,
6668,2019,FL,S O Purdom,GT1,RE,
6669,2019,FL,S O Purdom,GT2,RE,
6670,2019,FL,Sabal Palm Solar Center,1,L,
6671,2019,FL,Sanford,4,OP,"1,759,566"
6672,2019,FL,Sanford,4A,OP,"772,389"
6673,2019,FL,Sanford,4B,OP,"830,737"
6674,2019,FL,Sanford,4C,OP,"946,869"
6675,2019,FL,Sanford,4D,OP,"825,060"
6676,2019,FL,Sanford,5,OP,"1,131,220"
6677,2019,FL,Sanford,5A,OP,"493,185"
6678,2019,FL,Sanford,5B,OP,"638,052"
6679,2019,FL,Sanford,5C,OP,"506,723"
6680,2019,FL,Sanford,5D,OP,"582,621"
6681,2019,FL,Sanford,3,RE,
6682,2019,FL,Santa Fe Solar Power Plant,PV1,T,
6683,2019,FL,Santa Rosa Energy Center,CT01,OP,"899,344"
6684,2019,FL,Santa Rosa Energy Center,ST01,OP,"436,604"
6685,2019,FL,Sarasota County LFGTE Facility,LESF1,OP,"9,583"
6686,2019,FL,Sarasota County LFGTE Facility,LESF2,OP,"9,583"
6687,2019,FL,Sarasota County LFGTE Facility,LESF3,OP,"9,583"
6688,2019,FL,Sarasota County LFGTE Facility,LESF4,OP,"9,583"
6689,2019,FL,Scholz,1,RE,
6690,2019,FL,Scholz,2,RE,
6691,2019,FL,Seminole (FL),1,OP,"3,399,378"
6692,2019,FL,Seminole (FL),2,OP,"3,654,764"
6693,2019,FL,Seminole (FL),3,CN,
6694,2019,FL,Seminole (FL),CT1,L,
6695,2019,FL,Seminole (FL),CT2,L,
6696,2019,FL,Seminole (FL),ST,L,
6697,2019,FL,Seminole Energy,ENG1,OP,"3,569"
6698,2019,FL,Seminole Energy,ENG2,OP,"3,569"
6699,2019,FL,Seminole Energy,ENG3,OP,"3,569"
6700,2019,FL,Seminole Energy,ENG4,RE,"3,569"
6701,2019,FL,Seminole Mill,GEN3,OP,"148,690"
6702,2019,FL,Shady Hills Combined Cycle Facility,G001,P,
6703,2019,FL,Shady Hills Generating Station,G101,OP,"43,085"
6704,2019,FL,Shady Hills Generating Station,G201,OP,"43,085"
6705,2019,FL,Shady Hills Generating Station,G301,OP,"43,085"
6706,2019,FL,Shady Hills Generating Station,G401,IP,"61,858"
6707,2019,FL,Shady Hills Generating Station,G501,IP,"61,858"
6708,2019,FL,Smith Street,10,RE,
6709,2019,FL,Smith Street,11,RE,
6710,2019,FL,Smith Street,3,RE,
6711,2019,FL,Smith Street,4,RE,
6712,2019,FL,Smith Street,6,RE,
6713,2019,FL,Smith Street,7,RE,
6714,2019,FL,Smith Street,8,RE,
6715,2019,FL,Smith Street,9,RE,
6716,2019,FL,"Solar Park Gainesville, LLC",1,OP,"2,273"
6717,2019,FL,South District Wastewater Treatment Plt,1A,OP,"3,709"
6718,2019,FL,South District Wastewater Treatment Plt,2A,OP,"3,709"
6719,2019,FL,South District Wastewater Treatment Plt,3A,OP,"3,709"
6720,2019,FL,South District Wastewater Treatment Plt,4A,OP,"3,709"
6721,2019,FL,South District Wastewater Treatment Plt,1,RE,
6722,2019,FL,South District Wastewater Treatment Plt,2,RE,
6723,2019,FL,South District Wastewater Treatment Plt,3,RE,
6724,2019,FL,South Energy Center,GT1,OP,"2,740"
6725,2019,FL,South Energy Center,REG1,OP,"30,691"
6726,2019,FL,South West Landfill,1,RE,
6727,2019,FL,South West Landfill,2,RE,
6728,2019,FL,South West Landfill,3,RE,
6729,2019,FL,Southfork Solar,1,V,
6730,2019,FL,Southside Generating Station,4,RE,
6731,2019,FL,Southside Generating Station,5,RE,
6732,2019,FL,Space Coast Next Gen Solar Energy,1,OP,"16,554"
6733,2019,FL,Springhill Gas Recovery Plant,GEN1,OP,"6,002"
6734,2019,FL,Springhill Gas Recovery Plant,GEN2,OP,"6,002"
6735,2019,FL,Springhill Gas Recovery Plant,GEN3,OP,"6,002"
6736,2019,FL,Springhill Gas Recovery Plant,GEN4,OP,"6,002"
6737,2019,FL,Springhill Gas Recovery Plant,GEN5,OP,"6,002"
6738,2019,FL,Springhill Gas Recovery Plant,GEN6,OP,"6,002"
6739,2019,FL,SRF Pulp Processing Facility,G1001,U,
6740,2019,FL,St Cloud,1,RE,
6741,2019,FL,St Cloud,2,RE,
6742,2019,FL,St Cloud,3,RE,
6743,2019,FL,St Cloud,4,RE,
6744,2019,FL,St Cloud,6,RE,
6745,2019,FL,St Cloud,7,RE,
6746,2019,FL,St Cloud,8,RE,
6747,2019,FL,St Johns River Power Park,1,RE,
6748,2019,FL,St Johns River Power Park,2,RE,
6749,2019,FL,St Lucie,1,OP,"7,482,814"
6750,2019,FL,St Lucie,2,OP,"7,482,814"
6751,2019,FL,Standby Generation Plant,1,SB,1
6752,2019,FL,Standby Generation Plant,1SB,SB,2
6753,2019,FL,Standby Generation Plant,2,SB,1
6754,2019,FL,Standby Generation Plant,2SB,SB,2
6755,2019,FL,Standby Generation Plant,3,SB,1
6756,2019,FL,Standby Generation Plant,3SB,SB,2
6757,2019,FL,Standby Generation Plant,4SB,SB,2
6758,2019,FL,Standby Generation Plant,5SB,SB,2
6759,2019,FL,Standby Generation Plant,6SB,SB,2
6760,2019,FL,Standby Generation Plant,7SB,SB,2
6761,2019,FL,Standby Generation Plant,8SB,SB,2
6762,2019,FL,Stanton Energy Center,1,OP,"2,000,950"
6763,2019,FL,Stanton Energy Center,2,OP,"2,539,309"
6764,2019,FL,Stanton Energy Center,B,OP,"660,326"
6765,2019,FL,Stanton Energy Center,B1,OP,"979,249"
6766,2019,FL,Starratt Solar,PV,OP,"9,579"
6767,2019,FL,Stock Island,EP2,OP,28
6768,2019,FL,Stock Island,GT1,OP,556
6769,2019,FL,Stock Island,GT2,OP,468
6770,2019,FL,Stock Island,GT3,OP,468
6771,2019,FL,Stock Island,GT4,OP,998
6772,2019,FL,Stock Island,MSD1,OP,106
6773,2019,FL,Stock Island,MSD2,OP,106
6774,2019,FL,Stock Island,IC1,RE,
6775,2019,FL,Stock Island,IC2,RE,
6776,2019,FL,Stock Island,IC3,RE,
6777,2019,FL,Sub 12,IC1,OP,"10,943"
6778,2019,FL,Sub 12,IC2,OP,"10,943"
6779,2019,FL,Sunshine Gateway Solar Energy Center,1,OP,"145,719"
6780,2019,FL,Suwannee River,P1,OP,"21,466"
6781,2019,FL,Suwannee River,P2,OP,"21,466"
6782,2019,FL,Suwannee River,P3,OP,"21,466"
6783,2019,FL,Suwannee River,1,RE,
6784,2019,FL,Suwannee River,2,RE,
6785,2019,FL,Suwannee River,3,RE,
6786,2019,FL,Suwannee River Chemical Complex,SRC,RE,
6787,2019,FL,Suwannee Solar Facility,XXXXX,OP,"18,748"
6788,2019,FL,Sweetbay Solar Center,1,V,
6789,2019,FL,Swift Creek Chemical Complex,SCC,OP,"104,083"
6790,2019,FL,Tampa Electric Co NA 2,1,IP,
6791,2019,FL,Tampa Electric Co NA 2,2,IP,
6792,2019,FL,Tampa Electric Co NA 2,3,IP,
6793,2019,FL,Tampa Electric Co NA 2,4,IP,
6794,2019,FL,Tampa Electric Co NA 2,5,IP,
6795,2019,FL,Tampa Electric Co NA 2,6,IP,
6796,2019,FL,Tampa Electric Co NA 2,7,IP,
6797,2019,FL,Tampa Electric Co NA 3,3,IP,
6798,2019,FL,Tampa Electric Co NA 3,4,IP,
6799,2019,FL,Tampa Electric Co NA 4,5,IP,
6800,2019,FL,Tampa Electric Co NA 4,6,IP,
6801,2019,FL,Taylor Creek Solar,TCS,U,
6802,2019,FL,Telogia Power,GEN1,OP,"89,438"
6803,2019,FL,"The Mosaic Company, Plant City Facility",MI34,RE,0
6804,2019,FL,TIA Solar,1,OP,"2,973"
6805,2019,FL,Tiger Bay,CT1,OP,"469,278"
6806,2019,FL,Tiger Bay,CW1,OP,"242,003"
6807,2019,FL,Tom G Smith,GT1,OP,166
6808,2019,FL,Tom G Smith,GT2,OP,"3,585"
6809,2019,FL,Tom G Smith,MU1,OP,-8
6810,2019,FL,Tom G Smith,MU2,SB,-8
6811,2019,FL,Tom G Smith,MU3,OP,-8
6812,2019,FL,Tom G Smith,MU4,OP,-8
6813,2019,FL,Tom G Smith,MU5,OP,-8
6814,2019,FL,Tom G Smith,S3,OP,631
6815,2019,FL,Tom G Smith,S5,OP,710
6816,2019,FL,Tom G Smith,S1,RE,
6817,2019,FL,Tom G Smith,S2,RE,
6818,2019,FL,Tom G Smith,S4,RE,
6819,2019,FL,Trail Ridge Landfill Gas Recovery,1,OP,"8,245"
6820,2019,FL,Trail Ridge Landfill Gas Recovery,2,OP,"8,245"
6821,2019,FL,Trail Ridge Landfill Gas Recovery,3,OP,"8,245"
6822,2019,FL,Trail Ridge Landfill Gas Recovery,4,OP,"8,245"
6823,2019,FL,Trail Ridge Landfill Gas Recovery,5,OP,"8,245"
6824,2019,FL,Trail Ridge Landfill Gas Recovery,6,OP,"8,245"
6825,2019,FL,Trailside Solar Center,1,T,
6826,2019,FL,Treasure Coast Energy Center,CT1,OP,"1,088,219"
6827,2019,FL,Treasure Coast Energy Center,ST1,OP,"699,526"
6828,2019,FL,Trenton Solar Power Plant,PV1,OP,"3,275"
6829,2019,FL,Tropicana Products Bradent,GEN1,OP,"191,409"
6830,2019,FL,Turkey Point,3,OP,"7,577,417"
6831,2019,FL,Turkey Point,4,OP,"6,565,021"
6832,2019,FL,Turkey Point,5CA,OP,"1,091,163"
6833,2019,FL,Turkey Point,5CTA,OP,"867,479"
6834,2019,FL,Turkey Point,5CTB,OP,"840,605"
6835,2019,FL,Turkey Point,5CTC,OP,"781,964"
6836,2019,FL,Turkey Point,5CTD,OP,"1,546,521"
6837,2019,FL,Turkey Point,IC1,RE,
6838,2019,FL,Turkey Point,IC2,RE,
6839,2019,FL,Turkey Point,IC3,RE,
6840,2019,FL,Turkey Point,IC4,RE,
6841,2019,FL,Turkey Point,IC5,RE,
6842,2019,FL,Turkey Point,ST1,RE,0
6843,2019,FL,Turkey Point,ST2,RE,0
6844,2019,FL,Twin Lakes,1,V,
6845,2019,FL,Twin Rivers Solar Power Plant,PV1,T,
6846,2019,FL,Union Springs Solar Center,1,T,
6847,2019,FL,University of Florida,P1,OP,"327,045"
6848,2019,FL,Unknown,1,IP,
6849,2019,FL,Unknown,GT1,IP,
6850,2019,FL,Unknown,GT2,IP,
6851,2019,FL,Unknown,GT3,IP,
6852,2019,FL,Unknown,GT4,IP,
6853,2019,FL,Unknown,GT5,IP,
6854,2019,FL,Unknown,GT6,IP,
6855,2019,FL,Unknown,GT7,IP,
6856,2019,FL,Unnamed,CC1,CN,
6857,2019,FL,Unnamed,CC2,CN,
6858,2019,FL,Unnamed,GT1,CN,
6859,2019,FL,Unnamed,GT2,CN,
6860,2019,FL,Unnamed,GT3,CN,
6861,2019,FL,Unsited,1,IP,
6862,2019,FL,Unsited,2,IP,
6863,2019,FL,Vandolah Power Station,G101,OP,"202,476"
6864,2019,FL,Vandolah Power Station,G201,OP,"202,476"
6865,2019,FL,Vandolah Power Station,G301,OP,"202,476"
6866,2019,FL,Vandolah Power Station,G401,OP,"202,476"
6867,2019,FL,W E Swoope,2,RE,
6868,2019,FL,W E Swoope,3,RE,
6869,2019,FL,W E Swoope,4,RE,
6870,2019,FL,Walt Disney World Solar Facility,WDS1,OP,"6,731"
6871,2019,FL,Waste Management Naples LFGTE Project,GEN1,OP,"5,131"
6872,2019,FL,Waste Management Naples LFGTE Project,GEN2,OP,"5,131"
6873,2019,FL,Waste Management Naples LFGTE Project,GEN3,OP,"5,131"
6874,2019,FL,Waste Management Naples LFGTE Project,GEN4,OP,"5,131"
6875,2019,FL,Waste Management Naples LFGTE Project,GEN5,OP,"5,131"
6876,2019,FL,West County Energy Center,1A,OP,"1,482,758"
6877,2019,FL,West County Energy Center,1B,OP,"1,557,251"
6878,2019,FL,West County Energy Center,1C,OP,"1,555,680"
6879,2019,FL,West County Energy Center,1ST,OP,"2,648,659"
6880,2019,FL,West County Energy Center,2A,OP,"1,432,017"
6881,2019,FL,West County Energy Center,2B,OP,"1,551,938"
6882,2019,FL,West County Energy Center,2C,OP,"1,405,895"
6883,2019,FL,West County Energy Center,2ST,OP,"2,473,124"
6884,2019,FL,West County Energy Center,3A,OP,"1,520,149"
6885,2019,FL,West County Energy Center,3B,OP,"1,526,379"
6886,2019,FL,West County Energy Center,3C,OP,"1,686,541"
6887,2019,FL,West County Energy Center,3ST,OP,"2,645,611"
6888,2019,FL,WestRock Panama City Mill,GEN3,OP,"22,071"
6889,2019,FL,WestRock Panama City Mill,GEN4,OP,"61,872"
6890,2019,FL,WestRock Panama City Mill,GEN6,OP,"111,487"
6891,2019,FL,Wheelabrator North Broward,GEN1,RE,
6892,2019,FL,Wheelabrator Ridge Energy,1,RE,"15,210"
6893,2019,FL,Wheelabrator South Broward,GEN1,OP,"404,370"
6894,2019,FL,Wildflower Solar Energy Center,1,OP,"162,576"
6895,2019,FL,Wimauma Solar,1,V,
6896,2019,FL,Winston,WD01,OP,0
6897,2019,FL,Winston,WD02,OP,0
6898,2019,FL,Winston,WD03,OP,0
6899,2019,FL,Winston,WD04,OP,0
6900,2019,FL,Winston,WD05,OP,0
6901,2019,FL,Winston,WD06,OP,0
6902,2019,FL,Winston,WD07,OP,0
6903,2019,FL,Winston,WD08,OP,0
6904,2019,FL,Winston,WD09,OP,0
6905,2019,FL,Winston,WD10,OP,0
6906,2019,FL,Winston,WD11,OP,0
6907,2019,FL,Winston,WD12,OP,0
6908,2019,FL,Winston,WD13,OP,0
6909,2019,FL,Winston,WD14,OP,0
6910,2019,FL,Winston,WD15,OP,0
6911,2019,FL,Winston,WD16,OP,0
6912,2019,FL,Winston,WD17,OP,0
6913,2019,FL,Winston,WD18,OP,0
6914,2019,FL,Winston,WD19,OP,0
6915,2019,FL,Winston,WD20,OP,0
6916,2019,GA,191 Peachtree Tower,GEN1,SB,0
6917,2019,GA,191 Peachtree Tower,GEN2,SB,0
6918,2019,GA,ADS Renewable Energy-Wolf Creek LLC,GEN1,OP,"10,596"
6919,2019,GA,ADS Renewable Energy-Wolf Creek LLC,GEN2,OP,"10,596"
6920,2019,GA,AL Sandersville LLC,CT1,OP,"11,631"
6921,2019,GA,AL Sandersville LLC,CT2,OP,"11,631"
6922,2019,GA,AL Sandersville LLC,CT3,OP,"11,631"
6923,2019,GA,AL Sandersville LLC,CT4,OP,"11,631"
6924,2019,GA,AL Sandersville LLC,CT5,OP,"11,631"
6925,2019,GA,AL Sandersville LLC,CT6,OP,"11,631"
6926,2019,GA,AL Sandersville LLC,CT7,OP,"11,631"
6927,2019,GA,AL Sandersville LLC,CT8,OP,"11,631"
6928,2019,GA,Albany Green Energy,1,OP,"308,859"
6929,2019,GA,Allatoona,1,OP,"94,053"
6930,2019,GA,Allatoona,2,OP,"94,053"
6931,2019,GA,Allatoona,A,OP,"4,447"
6932,2019,GA,Arkwright,3,RE,
6933,2019,GA,Arkwright,4,RE,
6934,2019,GA,Arkwright,5A,RE,
6935,2019,GA,Arkwright,5B,RE,
6936,2019,GA,Arkwright,ST1,RE,
6937,2019,GA,Arkwright,ST2,RE,
6938,2019,GA,Athens Regional Medical Center,CT1,SB,0
6939,2019,GA,Athens Regional Medical Center,CT3,SB,0
6940,2019,GA,Athens Regional Medical Center,STEG3,SB,0
6941,2019,GA,Athens Regional Medical Center,STEG4,SB,0
6942,2019,GA,Athens Regional Medical Center,STEG5,SB,0
6943,2019,GA,Athens Regional Medical Center,STEG6,SB,0
6944,2019,GA,Athens Regional Medical Center,CU1,RE,
6945,2019,GA,Atkinson,3,RE,
6946,2019,GA,Atkinson,4,RE,
6947,2019,GA,Atkinson,5A,RE,
6948,2019,GA,Atkinson,5B,RE,
6949,2019,GA,Atkinson,ST2,RE,
6950,2019,GA,Atlanta Falcons Solar,1,OP,437
6951,2019,GA,Atlanta Falcons Solar,2,OP,291
6952,2019,GA,Atlanta Falcons Solar,3,OP,728
6953,2019,GA,Atlanta Gift Mart LP,BUG,SB,0
6954,2019,GA,"Azalea Solar, LLC",1,OP,"13,001"
6955,2019,GA,Baconton Power Plant,CT1,OP,"62,211"
6956,2019,GA,Baconton Power Plant,CT4,OP,"62,211"
6957,2019,GA,Baconton Power Plant,CT5,OP,"62,211"
6958,2019,GA,Baconton Power Plant,CT6,OP,"62,211"
6959,2019,GA,Bank of America Plaza,GEN1,SB,0
6960,2019,GA,Bank of America Plaza,GEN2,SB,0
6961,2019,GA,Barnett Shoals,1,RE,
6962,2019,GA,Barnett Shoals,2,RE,
6963,2019,GA,Barnett Shoals,3,RE,
6964,2019,GA,Barnett Shoals,4,RE,
6965,2019,GA,Bibb Jones,BIBBJ,OP,"2,049"
6966,2019,GA,BJ Gas Recovery,GEN1,RE,960
6967,2019,GA,BJ Gas Recovery,GEN2,RE,
6968,2019,GA,BJ Gas Recovery,GEN3,RE,960
6969,2019,GA,Blue Ridge,1,OP,"39,534"
6970,2019,GA,Blue Ridge,2,OP,"2,696"
6971,2019,GA,Boulevard,1,OP,-17
6972,2019,GA,Boulevard,2,RE,
6973,2019,GA,Boulevard,3,RE,
6974,2019,GA,Bowen,1,OP,"3,342,955"
6975,2019,GA,Bowen,2,OP,"2,342,644"
6976,2019,GA,Bowen,3,OP,"1,873,360"
6977,2019,GA,Bowen,4,OP,"3,428,128"
6978,2019,GA,Bowen,6,RE,
6979,2019,GA,Brunswick Cellulose,GEN3,OP,"48,074"
6980,2019,GA,Brunswick Cellulose,GEN4,OP,"372,544"
6981,2019,GA,Brunswick Cellulose,GEN5,OP,"66,883"
6982,2019,GA,Buford,1A,OP,"128,012"
6983,2019,GA,Buford,2A,OP,"128,012"
6984,2019,GA,Buford,3A,OP,"14,866"
6985,2019,GA,Buford,1,RE,
6986,2019,GA,Buford,2,RE,
6987,2019,GA,Buford,3,RE,
6988,2019,GA,Burton Dam,1,OP,"15,567"
6989,2019,GA,Burton Dam,2,OP,"15,567"
6990,2019,GA,Butler Solar Farm 20,1,OP,"40,460"
6991,2019,GA,Butler Solar Project 103,1,OP,"230,207"
6992,2019,GA,Camilla Solar Energy Project,CAMSR,U,
6993,2019,GA,Camilla Solar Plant,CMLA,OP,"27,556"
6994,2019,GA,Camp Solar Plant,CAMP,OP,"4,148"
6995,2019,GA,Carters,1,OP,"125,446"
6996,2019,GA,Carters,2,OP,"125,446"
6997,2019,GA,Carters,3,OP,"-24,123"
6998,2019,GA,Carters,4,OP,"-24,123"
6999,2019,GA,Cedartown Battery Energy Storage Project,1,OP,-44
7000,2019,GA,Chattahoochee Energy Facility,1,OP,"1,065,821"
7001,2019,GA,Chattahoochee Energy Facility,2,OP,"1,085,389"
7002,2019,GA,Chattahoochee Energy Facility,3,OP,"1,176,135"
7003,2019,GA,CII Methane Management III LFG Plant,GEN1,OP,"6,390"
7004,2019,GA,CNN Center,D4_1,SB,35
7005,2019,GA,CNN Center,D4_2,SB,46
7006,2019,GA,CNN Center,D4_3,SB,46
7007,2019,GA,CNN Center,D5_1,SB,46
7008,2019,GA,CNN Center,D5_2,SB,46
7009,2019,GA,CNN Center,D5_3,SB,46
7010,2019,GA,CNN Center,DK2,SB,35
7011,2019,GA,Columbia Bryson,COBRY,OP,"2,896"
7012,2019,GA,Comer Solar,1,OP,"3,749"
7013,2019,GA,Cool Springs Solar (Hybrid),COOLS,T,
7014,2019,GA,Cool Springs Solar (Hybrid),CSBAT,T,
7015,2019,GA,Crisp Plant,1,OP,0
7016,2019,GA,Crisp Plant,GT1,OP,74
7017,2019,GA,Dahlberg (Jackson County),1,OP,"48,853"
7018,2019,GA,Dahlberg (Jackson County),10,OP,"48,853"
7019,2019,GA,Dahlberg (Jackson County),2,OP,"48,853"
7020,2019,GA,Dahlberg (Jackson County),3,OP,"48,853"
7021,2019,GA,Dahlberg (Jackson County),4,OP,"48,853"
7022,2019,GA,Dahlberg (Jackson County),5,OP,"48,853"
7023,2019,GA,Dahlberg (Jackson County),6,OP,"48,853"
7024,2019,GA,Dahlberg (Jackson County),7,OP,"48,853"
7025,2019,GA,Dahlberg (Jackson County),8,OP,"48,853"
7026,2019,GA,Dahlberg (Jackson County),9,OP,"48,853"
7027,2019,GA,Dalton 2,1,OP,"9,949"
7028,2019,GA,Decatur County Solar Project,DCSP1,OP,"43,053"
7029,2019,GA,"Decatur Parkway Solar Project, LLC",DPSP1,OP,"184,912"
7030,2019,GA,Denver Braswell PV,GPDB1,OP,"2,886"
7031,2019,GA,"Dougherty County Solar, LLC",PV1,OP,"14,000"
7032,2019,GA,Doyle Energy Facility,CTG1,OP,"15,454"
7033,2019,GA,Doyle Energy Facility,CTG2,OP,"17,338"
7034,2019,GA,Doyle Energy Facility,CTG3,OP,"17,338"
7035,2019,GA,Doyle Energy Facility,CTG4,OP,"24,316"
7036,2019,GA,Doyle Energy Facility,CTG5,OP,"24,316"
7037,2019,GA,Dublin Solar I,DUBL1,OP,"6,982"
7038,2019,GA,Edward L. Addison Generating Plant,712,OP,"92,432"
7039,2019,GA,Edward L. Addison Generating Plant,713,OP,"92,432"
7040,2019,GA,Edward L. Addison Generating Plant,714,OP,"92,432"
7041,2019,GA,Edward L. Addison Generating Plant,715,OP,"92,432"
7042,2019,GA,Edwin I Hatch,1,OP,"6,958,441"
7043,2019,GA,Edwin I Hatch,2,OP,"6,958,441"
7044,2019,GA,Effingham County Power Project,STG,OP,"758,628"
7045,2019,GA,Effingham County Power Project,UNT1,OP,"723,394"
7046,2019,GA,Effingham County Power Project,UNT2,OP,"653,005"
7047,2019,GA,Emory Decatur Hospital,3,SB,8
7048,2019,GA,Emory Decatur Hospital,90,SB,6
7049,2019,GA,Emory Decatur Hospital,93,SB,6
7050,2019,GA,Emory Hillandale Hospital,1,SB,2
7051,2019,GA,Emory Hillandale Hospital,2,SB,2
7052,2019,GA,Emory Hillandale Hospital,3,RE,
7053,2019,GA,Flint River,1,OP,"4,650"
7054,2019,GA,Flint River,2,OP,"4,650"
7055,2019,GA,Flint River,3,OP,"4,650"
7056,2019,GA,Flint River Operations,GEN1,OP,"272,126"
7057,2019,GA,Flint River Operations,GEN2,OP,"170,939"
7058,2019,GA,Fort Benning Solar Facility,1,OP,"53,291"
7059,2019,GA,Fort Gordon Solar Facility,1,OP,"56,554"
7060,2019,GA,Fort Stewart Solar Facility,1,OP,"54,268"
7061,2019,GA,Fort Valley State University Solar,1,U,
7062,2019,GA,Freeman Avenue,FREAV,OP,"1,988"
7063,2019,GA,Georgia College & State University Solar,1,U,
7064,2019,GA,Georgia LFG Oak Grove Plant,GM01,OP,"12,804"
7065,2019,GA,Georgia LFG Oak Grove Plant,GM02,OP,"12,804"
7066,2019,GA,Georgia LFG Oak Grove Plant,GM03,OP,"12,804"
7067,2019,GA,Georgia LFG Pine Ridge Plant,GM01,OP,"15,405"
7068,2019,GA,Georgia LFG Pine Ridge Plant,GM02,OP,"15,405"
7069,2019,GA,Georgia LFG Pine Ridge Plant,GM03,OP,"15,405"
7070,2019,GA,Georgia LFG Richland Creek Plant,GM01,OP,"12,519"
7071,2019,GA,Georgia LFG Richland Creek Plant,GM02,OP,"12,519"
7072,2019,GA,Georgia LFG Richland Creek Plant,GM03,OP,"12,519"
7073,2019,GA,Georgia LFG Richland Creek Plant,GM04,OP,"12,519"
7074,2019,GA,Georgia LFG Richland Creek Plant,GM05,OP,"12,519"
7075,2019,GA,Georgia Pacific Center,1,SB,0
7076,2019,GA,Georgia Pacific Center,2,SB,0
7077,2019,GA,Georgia Power at Jakin GA PV,PV1,OP,"3,073"
7078,2019,GA,Georgia Power at Swainsboro,PV1,OP,"6,159"
7079,2019,GA,Georgia Power at Wadley GA,PV1,OP,"1,881"
7080,2019,GA,Georgia-Pacific Cedar Springs,GEN1,OP,"298,635"
7081,2019,GA,Georgia-Pacific Cedar Springs,GEN2,OP,"255,996"
7082,2019,GA,GPC3,1,CN,
7083,2019,GA,GPC4,1,CN,
7084,2019,GA,GPC5,1,CN,
7085,2019,GA,GPC6,1,CN,
7086,2019,GA,Graniteville Enterprise Division,1,OP,998
7087,2019,GA,Graniteville Enterprise Division,2,OP,998
7088,2019,GA,Graphic Packaging International Augusta Mill,1,OP,"188,615"
7089,2019,GA,Graphic Packaging International Augusta Mill,2,OP,"127,778"
7090,2019,GA,Graphic Packaging International Augusta Mill,3,OP,"51,393"
7091,2019,GA,Gratis Road Solar Facility,GR01,OP,"5,750"
7092,2019,GA,Greenville,SO073,OP,"1,401"
7093,2019,GA,GRP Franklin Renewable Energy Facility,GEN,OP,"33,557"
7094,2019,GA,GRP Madison Renewable Energy Facility,GEN,OP,"55,297"
7095,2019,GA,Guyton Community Solar,1,OP,"3,950"
7096,2019,GA,Hammond,1,RE,"-2,863"
7097,2019,GA,Hammond,2,RE,"-2,205"
